0,445150.6944895957,4636835.126640988
1,445260.64284741296,4636846.494305967
2,445388.43089402694,4636847.067563744
3,445483.8481067554,4636846.336400696
4,445591.7051014774,4636844.734216808
5,445662.25883092685,4636847.85958516
6,445736.9246749002,4636846.17985988
7,445834.0181757023,4636847.661290697
8,445936.04269062134,4636842.888713373
9,446060.5470045337,4636848.162380142
10,446151.823943077,4636848.581868613
11,446276.3061537557,4636850.972594804
12,446326.0889614115,4636850.597166252
13,446413.08354137425,4636833.28690302
14,446416.2462633686,4636702.243438996
15,446409.0043096784,4636622.0206469465
16,446406.52597104205,4636513.226389824
17,446408.0650415115,4636431.04997075
18,446418.28169495345,4636311.056868628
19,446429.16280652775,4636213.154480359
20,446428.3978347255,4636111.453545752
21,446412.60438648355,4635997.651998318
22,446417.7248434826,4635906.121897548
23,446422.36707406637,4635806.156871528
24,446437.78912755655,4635705.000466155
25,444684.23828307877,4636135.001313341
26,444674.96895120904,4636223.678421828
27,444620.48609401204,4636260.521013783
28,444504.3491923098,4636265.644323436
29,444479.0647354417,4636322.13565223
30,444474.02240232576,4636420.44010846
31,444464.91545789357,4636529.546589186
32,444387.84640915605,4636542.694877145
33,444305.6897218747,4636541.893490458
34,444171.2647241832,4636542.279864865
35,444154.7223667819,4636496.219353852
36,444029.98313524784,4636831.633752861
37,444096.1000207205,4636850.767427864
38,444172.7817167807,4636841.61617781
39,444245.76918876637,4636879.906289185
40,444247.36930675677,4636829.928366182
41,444371.79494004237,4636824.846973925
42,444456.50158652454,4636833.845702317
43,444563.5394634808,4636833.566745702
44,444649.8205791008,4636831.674168411
45,444803.3923337859,4636840.031011428
46,444877.94304228935,4636823.464610514
47,444889.79935119656,4636747.203499676
48,444947.4253159832,4636687.909732058
49,445022.12365716934,4636690.219511007
50,445079.9258591938,4636653.5764122
51,445087.53832034423,4636564.690555795
52,445086.77636305924,4636465.876241008
53,445132.05558293965,4636419.115071079
54,445244.14557126584,4636427.579204641
55,445286.35955922556,4636370.516461095
56,445374.71260877047,4636356.7362306295
57,445478.34316525294,4636344.061498187
58,445506.9094981414,4636281.663948321
59,445603.0792502929,4636269.825381022
60,445701.7267991367,4636256.414754459
61,445767.19513962016,4636244.812550055
62,445898.085199949,4636215.392427506
63,445914.22565999755,4636155.311669216
64,445905.20250410336,4636059.891274013
65,445971.2955798758,4636020.971974777
66,445987.2527494382,4635936.576454552
67,446053.2431493106,4635883.890568226
68,446140.007201003,4635834.601275897
69,445723.78350814997,4635121.483180348
70,445662.4155625458,4635019.133928937
71,445614.4655968808,4634935.114320031
72,445558.2320139397,4634853.378984678
73,445521.79727089114,4634755.9479875695
74,445673.3858554645,4635586.986881867
75,445782.577524971,4635605.585849358
76,445794.37898279773,4635673.226518724
77,445715.8434857492,4635713.241512027
78,445631.04938810546,4635737.760446912
79,445531.80515219516,4635739.184847367
80,445500.77992934984,4635805.931329265
81,445497.2407349815,4635885.680601105
82,445481.3085881402,4636026.815350877
83,445379.6627760196,4636028.371357906
84,445290.0347335169,4636027.948919092
85,445225.3154943625,4636029.223579699
86,445089.1966308181,4636026.385507669
87,445010.3114519241,4636020.110012743
88,444917.3768355839,4636021.383298037
89,444832.32544153475,4636022.59673182
90,444527.52000490134,4636257.358324966
91,444239.274812321,4636537.971851476
92,444120.59410731116,4636535.571098198
93,444079.46393676347,4636581.417979202
94,444117.4412180567,4636662.507929006
95,446046.8641615474,4636137.317506171
96,446148.04145385994,4636128.8904561745
97,446249.1862828678,4636116.134784254
98,446380.5810397581,4636042.972600095
99,446449.28532062506,4635578.335948494
100,446421.4013525843,4635512.258683906
101,446331.80390859774,4635516.708270008
102,446337.6604984604,4635633.13821034
103,446248.94305745815,4635644.022177104
104,446168.7576535546,4635685.710079641
105,446131.19081004016,4635766.160266767
106,446027.4217813471,4635871.31732268
107,445950.32614015066,4635882.228049736
108,445873.16491195175,4635884.4794928385
109,445793.6333774829,4635902.405551708
110,445784.1656489747,4635966.877117484
111,445738.1831036394,4636031.182662456
112,443654.1438673083,4635788.654974944
113,443654.9518831813,4635890.800040214
114,443632.62346522947,4636005.564017844
115,443539.6507459589,4636002.081106032
116,443464.95060978085,4636000.563995328
117,443443.75671083113,4636090.558991619
118,443449.7638952229,4636178.228390885
119,443450.5273367767,4636274.378047889
120,443443.00540914247,4636372.14799363
121,443452.11068189715,4636473.783155945
122,443377.7270751824,4636511.459670645
123,443349.09189417254,4636562.763231346
124,443343.0369030646,4636636.09411505
125,443264.3830400706,4636658.261017806
126,445455.08113049006,4635798.730835498
127,445375.15551545547,4635808.559121464
128,445278.3582626951,4635804.305584331
129,445164.6116807397,4635797.519012169
130,445098.43691485986,4635825.565139066
131,445007.0608553718,4635814.056307764
132,444907.4410688259,4635809.718565919
133,444865.4997954222,4635751.97238038
134,444782.29601497884,4635724.303249268
135,444674.4418516509,4635728.471154353
136,444599.81183595996,4635736.2684028465
137,444450.37042684533,4635728.549537509
138,444350.79841289506,4635730.548117512
139,444284.4871411998,4635740.837472544
140,444283.70555919583,4635640.91299182
141,444266.20153760636,4635525.1304495195
142,444232.5286861039,4635464.325294726
143,444141.2160628955,4635461.709692519
144,444041.6394563363,4635463.6015304895
145,443942.02793039393,4635461.053673949
146,443875.6341888085,4635461.132311088
