0,444349.1,4636399
1,444407.1,4636400
2,444271.2,4636315
3,444473.2,4636401
4,444680.8,4636404
5,444471.4,4636542
6,444743.5,4636405
7,444681.6,4636350
8,444867.6,4636408
9,444877.7,4636408
10,445079.8,4636410
11,444877.8,4636400
12,444878.3,4636339
13,445281.6,4636414
14,445081.3,4636268
15,445482.3,4636416
16,445281.7,4636405
17,445282.6,4636340
18,445685.5,4636419
19,445483,4636343
20,445735.6,4636420
21,445688.8,4636288
22,445689,4636278
23,445859,4636421
24,445907.4,4636422
25,446002.9,4636424
26,445909.5,4636281
27,446052.1,4636424
28,446002.8,4636433
29,446001.7,4636496
30,446091.9,4636425
31,446100.2,4636425
32,446149.3,4636426
33,446100.4,4636413
34,446103,4636293
35,446103.2,4636284
36,446197.4,4636426
37,446295.1,4636428
38,446197.2,4636437
39,446195.1,4636558
40,446195,4636566
41,446351.9,4636428
42,446406.8,4636618
43,446408.4,4636574
44,446400.3,4636509
45,446396.1,4636476
46,446394.3,4636449
47,446396.1,4636379
48,446410.6,4636487
49,446411.9,4636451
50,446413.1,4636415
51,446417.2,4636353
52,446420.8,4636304
53,446425.5,4636246
54,446429.6,4636199
55,446431.5,4636166
56,446431.8,4636152
57,446431.7,4636134
58,446430.7,4636113
59,446427.2,4636065
60,446425.4,4636041
61,446424.6,4636026
62,446424,4636005
63,446423.8,4635980
64,446424.2,4635958
65,446288.1,4636852
66,446289.7,4636710
67,446241.6,4636851
68,444857.4,4636983
69,444869.1,4636985
70,444882.3,4636985
71,444931.6,4636986
72,445044,4636986
73,445084.6,4636987
74,445188.9,4636988
75,445267,4636989
76,445341.8,4636990
77,445435.3,4636992
78,445513.9,4636992
79,445608.2,4636994
80,445705.6,4636996
81,445801.5,4636998
82,445898.6,4636999
83,445993.8,4636999
84,446290.5,4636671
85,446291.7,4636617
86,446292.7,4636568
87,446297.4,4636287
88,446200.1,4636285
89,445901,4636847
90,445804.6,4636846
91,445901.8,4636795
92,446012.8,4636139
93,446078.8,4636137
94,446128.7,4636138
95,446170.4,4636134
96,446251.9,4636124
97,446271,4636122
98,446287.1,4636121
99,446304.1,4636121
100,446318.8,4636121
101,446326.4,4636121
102,446334.1,4636121
103,446347.3,4636117
104,446353.9,4636114
105,446360,4636111
106,446366.2,4636107
107,446372,4636102
108,446390.6,4636083
109,446402.9,4636069
110,446408.6,4636064
111,446414.4,4636059
112,446420.6,4636055
113,446427.9,4636051
114,446435,4636048
115,446442.8,4636046
116,446449.2,4636044
117,446455.7,4636043
118,446461.3,4636043
119,446467.9,4636043
120,446473.8,4636043
121,446480.4,4636044
122,446486,4636046
123,446492,4636048
124,446499.8,4636051
125,446507.8,4636055
126,446514.7,4636059
127,446520.2,4636063
128,446527.4,4636071
129,446533.2,4636078
130,446537.4,4636084
131,446540.3,4636090
132,446543.4,4636097
133,446545.7,4636104
134,446547.2,4636112
135,446548.1,4636119
136,446548.8,4636139
137,446547.9,4636150
138,446546.1,4636158
139,446542.8,4636167
140,446539.3,4636174
141,446533.1,4636184
142,446523,4636196
143,446491.7,4636233
144,446475,4636253
145,446471,4636259
146,446467.5,4636266
147,446464.8,4636272
148,446462.2,4636278
149,446458.9,4636289
150,446456.9,4636302
151,446451.7,4636332
152,446446,4636369
153,446444.1,4636390
154,446443.4,4636413
155,446129.8,4636132
156,446162.3,4636129
157,446239.9,4636119
158,446280,4636111
159,446290,4636108
160,446302.3,4636104
161,446311.1,4636101
162,446322.3,4636095
163,446332.5,4636088
164,446341.8,4636081
165,446350.1,4636074
166,446358.3,4636065
167,446366.8,4636055
168,446373.8,4636044
169,446383.4,4636027
170,446390,4636012
171,446393.8,4636000
172,446396.8,4635989
173,446399.1,4635978
174,446401.5,4635965
175,446410.3,4635893
176,446201.6,4636221
177,446230.5,4636226
178,446297.6,4636261
179,446199.9,4636294
180,446197.6,4636417
181,446151,4636284
182,446194.8,4636577
183,446192.9,4636709
184,446147.1,4636566
185,446190.8,4636851
186,446093.8,4636849
187,446007.5,4636238
188,446006.6,4636282
189,446003.3,4636406
190,446003.2,4636413
191,445985.8,4636406
192,446000.9,4636556
193,446000.8,4636564
194,446000.7,4636572
195,445998.5,4636697
196,445905.3,4636563
197,446007.5,4636697
198,445995.7,4636848
199,446681.5,4636712
200,446679.7,4636819
201,446437.6,4636467
202,446441.4,4636579
203,446412.1,4635867
204,446413.2,4635836
205,446414.2,4635799
206,446509.2,4635862
207,446502.6,4635918
208,446500.5,4635942
209,446497.8,4635966
210,446495,4635988
211,446491.3,4636014
212,446485.6,4636052
213,446483.6,4636068
214,446482.8,4636077
215,446483,4636084
216,446484.1,4636091
217,446485.1,4636097
218,446493.1,4636127
219,446498.1,4636146
220,446501,4636163
221,446501.4,4636169
222,446501.2,4636176
223,446500.7,4636182
224,446499.8,4636188
225,446498.3,4636195
226,446496,4636204
227,446492.8,4636212
228,446489.8,4636218
229,446485,4636226
230,446478.5,4636235
231,446473.3,4636240
232,446468.4,4636244
233,446461.3,4636250
234,446454.6,4636254
235,446448.6,4636258
236,446442,4636261
237,446435.9,4636264
238,446429.3,4636266
239,446423.6,4636267
240,446417.3,4636268
241,446410.5,4636269
242,446400.3,4636269
243,446390.4,4636269
244,446381.8,4636267
245,446373.2,4636265
246,446366,4636262
247,446357.1,4636258
248,446350.5,4636254
249,446342.6,4636249
250,446330.8,4636239
251,446313.8,4636223
252,446305.8,4636216
253,446294.5,4636209
254,446286,4636205
255,446277.4,4636202
256,446267,4636200
257,446225.7,4636195
258,446546.4,4635238
259,446545.5,4635287
260,446537.1,4635238
261,446466.8,4635237
262,446460,4635237
263,446541.1,4635324
264,446537.5,4635352
265,446516.6,4635492
266,446547,4635324
267,446546.6,4635355
268,446544.7,4635384
269,446541.9,4635410
270,446538,4635438
271,446532.3,4635472
272,446525.7,4635505
273,446706.4,4635175
274,446548.3,4635172
275,446705.5,4635227
276,446827.8,4635228
277,446705.3,4635239
278,446401.6,4636301
279,446401.7,4636288
280,446401.3,4636276
281,446400.4,4636271
282,446397.8,4636263
283,446396,4636260
284,446392,4636255
285,446385.7,4636250
286,446382.2,4636247
287,446377.5,4636244
288,446368.6,4636239
289,446363.3,4636236
290,446357.6,4636232
291,446351.6,4636228
292,446344.8,4636222
293,446572,4636149
294,446394.8,4636369
295,446393,4636358
296,446389.6,4636345
297,446386,4636334
298,446381.8,4636324
299,446376.8,4636312
300,446370.2,4636300
301,446364.3,4636290
302,446355.6,4636277
303,446346.4,4636267
304,446334.1,4636254
305,446323.8,4636244
306,446310,4636232
307,446299.5,4636224
308,446286.7,4636215
309,446278.4,4636210
310,446269.2,4636206
311,446257.3,4636202
312,446243.2,4636198
313,444710.5,4636133
314,444732.7,4636138
315,444772.7,4636144
316,444827.9,4636152
